time_seconds solved_percent
3.082 54.205607
3.234 54.392523
3.236 54.579439
3.264 54.766355
3.332 54.953271
3.345 55.140187
3.873 55.327103
4.031 55.514019
4.147 55.700935
4.241 55.887850
4.245 56.074766
4.288 56.261682
4.409 56.448598
4.43 56.635514
4.563 56.822430
5.269 57.009346
5.285 57.196262
5.572 57.383178
5.605 57.570093
5.735 57.757009
6.818 57.943925
7.005 58.130841
7.275 58.317757
7.698 58.504673
8.47 58.691589
8.505 58.878505
8.507 59.065421
9.927 59.252336
10.403 59.439252
10.549 59.626168
10.912 59.813084
12.213 60.000000
13.412 60.186916
13.615 60.373832
14.022 60.560748
14.657 60.747664
14.667 60.934579
14.816 61.121495
15.236 61.308411
15.365 61.495327
15.58 61.682243
15.608 61.869159
15.644 62.056075
16.485 62.242991
16.6 62.429907
16.648 62.616822
16.788 62.803738
16.983 62.990654
17.16 63.177570
17.255 63.364486
17.637 63.551402
17.669 63.738318
17.799 63.925234
17.971 64.112150
19.232 64.299065
19.339 64.485981
19.486 64.672897
20.049 64.859813
20.322 65.046729
21.396 65.233645
21.429 65.420561
21.619 65.607477
22.067 65.794393
22.276 65.981308
22.628 66.168224
22.762 66.355140
22.819 66.542056
24.21 66.728972
24.726 66.915888
25.417 67.102804
25.462 67.289720
25.64 67.476636
25.643 67.663551
26.203 67.850467
26.381 68.037383
26.493 68.224299
26.909 68.411215
26.963 68.598131
27.381 68.785047
27.504 68.971963
28.502 69.158879
28.562 69.345794
29.218 69.532710
30.511 69.719626
31.137 69.906542
31.2 70.093458
31.997 70.280374
34.668 70.467290
35.407 70.654206
36.396 70.841121
37.395 71.028037
40.626 71.214953
41.281 71.401869
41.509 71.588785
42.584 71.775701
44.051 71.962617
44.221 72.149533
44.924 72.336449
46.555 72.523364
48.504 72.710280
50.559 72.897196
59.736 73.084112
62.636 73.271028
67.455 73.457944
67.46 73.644860
68.74 73.831776
69.148 74.018692
70.278 74.205607
106.245 74.392523
122.259 74.579439
126.216 74.766355
128.444 74.953271
131.472 75.140187
132.239 75.327103
136.458 75.514019
137.504 75.700935
141.544 75.887850
141.628 76.074766
142.376 76.261682
142.832 76.448598
145.711 76.635514
150.612 76.822430
165.806 77.009346
174.669 77.196262
181.292 77.383178
182.223 77.570093
187.091 77.757009
219.255 77.943925
272.793 78.130841
450.554 78.317757
539.697 78.504673
600 78.504673
