time_seconds solved_percent
0.877 45.794393
0.884 46.168224
0.93 46.355140
0.956 46.542056
1.042 46.728972
1.046 46.915888
1.061 47.102804
1.062 47.289720
1.095 47.476636
1.096 47.663551
1.1 47.850467
1.114 48.037383
1.116 48.224299
1.125 48.411215
1.128 48.598131
1.129 48.785047
1.133 48.971963
1.144 49.158879
1.149 49.345794
1.156 49.532710
1.167 49.719626
1.198 49.906542
1.204 50.093458
1.21 50.280374
1.238 50.467290
1.249 50.654206
1.317 50.841121
1.329 51.028037
1.344 51.214953
1.406 51.401869
1.525 51.588785
1.535 51.775701
1.549 51.962617
1.55 52.149533
1.563 52.336449
1.571 52.523364
1.579 52.710280
1.596 52.897196
1.611 53.084112
1.656 53.271028
1.657 53.457944
1.682 53.644860
1.687 53.831776
1.705 54.018692
1.763 54.205607
1.812 54.392523
1.891 54.579439
1.899 54.766355
1.932 54.953271
2.264 55.140187
2.338 55.327103
2.371 55.514019
2.44 55.700935
2.659 55.887850
2.733 56.074766
2.873 56.261682
2.895 56.448598
2.986 56.635514
2.987 56.822430
3.187 57.009346
3.2 57.196262
3.353 57.383178
3.512 57.570093
3.575 57.757009
3.631 57.943925
3.673 58.130841
3.685 58.317757
3.893 58.504673
3.956 58.691589
4.256 58.878505
4.288 59.065421
4.355 59.252336
4.433 59.439252
5.141 59.626168
5.401 59.813084
5.764 60.000000
5.811 60.186916
5.906 60.373832
6.003 60.560748
6.392 60.747664
6.47 60.934579
6.946 61.121495
9.078 61.308411
10.992 61.495327
11.008 61.682243
11.303 61.869159
13.217 62.056075
13.363 62.242991
13.415 62.429907
13.487 62.616822
14.351 62.803738
14.54 62.990654
14.625 63.177570
15.04 63.364486
15.86 63.551402
15.961 63.738318
15.983 63.925234
16.811 64.112150
16.834 64.299065
17.039 64.485981
17.265 64.672897
17.446 64.859813
17.978 65.046729
18.583 65.233645
18.633 65.420561
18.672 65.607477
18.945 65.794393
19.345 65.981308
19.398 66.168224
19.586 66.355140
19.991 66.542056
20.584 66.728972
20.634 66.915888
20.844 67.102804
20.98 67.289720
21.391 67.476636
21.542 67.663551
22.279 67.850467
23.287 68.037383
23.344 68.224299
23.542 68.411215
23.61 68.598131
23.84 68.785047
24.654 68.971963
24.755 69.158879
24.882 69.345794
25.361 69.532710
26.408 69.719626
26.579 69.906542
27.259 70.093458
28.504 70.280374
29.723 70.467290
30.006 70.654206
30.357 70.841121
31.69 71.028037
33.06 71.214953
33.332 71.401869
34.583 71.588785
35.359 71.775701
36.402 71.962617
37.024 72.149533
38.339 72.336449
39.6 72.523364
40.315 72.710280
41.701 72.897196
41.929 73.084112
42.804 73.271028
42.829 73.457944
43.256 73.644860
44.543 73.831776
47.285 74.018692
49.42 74.205607
49.744 74.392523
50.479 74.579439
51.02 74.766355
52.39 74.953271
58.88 75.140187
59.433 75.327103
62.928 75.514019
67.759 75.700935
69.48 75.887850
74.133 76.074766
79.612 76.261682
86.871 76.448598
108.511 76.635514
126.781 76.822430
127.496 77.009346
128.517 77.196262
130.336 77.383178
130.397 77.570093
130.537 77.757009
132.618 77.943925
133.893 78.130841
135.121 78.317757
137.374 78.504673
143.863 78.691589
145.192 78.878505
179.59 79.065421
183.218 79.252336
194.512 79.439252
222.617 79.626168
328.465 79.813084
429.477 80.000000
441.253 80.186916
481.945 80.373832
494.954 80.560748
538.925 80.747664
600 80.747664
