time_seconds solved_percent
0.853 47.850467
0.867 48.037383
0.87 48.224299
0.872 48.411215
0.927 48.598131
1.027 48.785047
1.044 48.971963
1.059 49.345794
1.061 49.532710
1.066 49.719626
1.077 49.906542
1.089 50.093458
1.106 50.280374
1.114 50.467290
1.115 50.654206
1.12 50.841121
1.123 51.028037
1.127 51.214953
1.147 51.401869
1.176 51.588785
1.184 51.775701
1.19 51.962617
1.193 52.149533
1.204 52.336449
1.215 52.523364
1.218 52.710280
1.324 52.897196
1.412 53.084112
1.414 53.271028
1.473 53.457944
1.474 53.644860
1.51 53.831776
1.515 54.018692
1.517 54.205607
1.56 54.392523
1.566 54.579439
1.568 54.766355
1.575 54.953271
1.602 55.140187
1.605 55.327103
1.676 55.514019
1.683 55.700935
1.697 55.887850
1.766 56.074766
1.844 56.261682
1.846 56.448598
2.055 56.635514
2.261 56.822430
2.438 57.009346
2.474 57.196262
2.523 57.383178
2.708 57.570093
2.928 57.757009
2.976 57.943925
3.007 58.130841
3.099 58.317757
3.361 58.504673
3.374 58.691589
3.398 58.878505
3.443 59.065421
3.569 59.252336
3.675 59.439252
3.695 59.626168
3.718 59.813084
3.788 60.000000
4.016 60.186916
4.031 60.373832
4.042 60.560748
4.154 60.747664
4.519 60.934579
4.561 61.121495
4.645 61.308411
4.75 61.495327
5.226 61.682243
5.591 61.869159
5.622 62.056075
5.701 62.242991
5.879 62.429907
6.067 62.616822
6.125 62.803738
7.029 62.990654
8.527 63.177570
8.809 63.364486
9.072 63.551402
9.407 63.738318
11.455 63.925234
11.723 64.112150
13.026 64.299065
13.377 64.485981
13.56 64.672897
13.909 64.859813
14.483 65.046729
14.521 65.233645
14.599 65.420561
15.576 65.607477
15.649 65.794393
15.703 65.981308
16.195 66.168224
16.269 66.355140
16.768 66.542056
16.821 66.728972
17.154 66.915888
17.289 67.102804
17.602 67.289720
17.744 67.476636
17.81 67.663551
17.848 67.850467
17.982 68.037383
18.109 68.224299
18.475 68.411215
18.686 68.598131
18.995 68.785047
19.165 68.971963
19.773 69.158879
19.908 69.345794
20.156 69.532710
20.62 69.719626
20.625 69.906542
21.052 70.093458
21.291 70.280374
22.282 70.467290
24.079 70.654206
24.586 70.841121
24.681 71.028037
25.281 71.214953
25.349 71.401869
26.375 71.588785
26.519 71.775701
26.979 71.962617
27.179 72.149533
27.365 72.336449
28.345 72.523364
28.486 72.710280
28.702 72.897196
28.989 73.084112
30.22 73.271028
30.51 73.457944
30.536 73.644860
31.34 73.831776
32.433 74.018692
33.106 74.205607
34.167 74.392523
34.232 74.579439
35.211 74.766355
36.951 74.953271
37.451 75.140187
38.347 75.327103
38.648 75.514019
39.244 75.700935
40.725 75.887850
41.01 76.074766
45.282 76.261682
45.506 76.448598
48.905 76.635514
50.11 76.822430
50.332 77.009346
54.513 77.196262
59.143 77.383178
59.49 77.570093
61.3 77.757009
63.041 77.943925
73.269 78.130841
84.181 78.317757
121.292 78.504673
124.891 78.691589
127.791 78.878505
129.63 79.065421
132.237 79.252336
137.044 79.439252
137.076 79.626168
138.489 79.813084
139.455 80.000000
145.461 80.186916
148.557 80.373832
149.947 80.560748
157.294 80.747664
177.299 80.934579
177.818 81.121495
181.296 81.308411
195.707 81.495327
341.093 81.682243
442.099 81.869159
563.545 82.056075
600 82.056075
